"indicativo","nombre","provincia","altitud","latitud","longitud","mu_smooth","sigma_smooth","xi_smooth","rl20_mean","rl20_sd","rl50_mean","rl50_sd","rl100_mean","rl100_sd"
"6205X","TORROX","MALAGA",3,36.7263888888889,-3.95722222222222,37.9426109260434,13.3060138420913,0.0940541562769178,83.7425992165275,5.59004622411697,100.937188970773,6.99791671260754,114.85007396618,8.17390734669963
"6213X","NERJA","MALAGA",169,36.7627777777778,-3.84527777777778,46.5444855918005,15.9826336673726,0.093948651982631,101.52038556052,6.29510936326095,122.158849768033,7.88975106479761,138.856307472541,9.21861102436703
"6258X","LANJAR<U+00D3>N","GRANADA",708,36.9230555555555,-3.4925,40.2320391403821,12.9061879346283,0.0938786893607583,84.6095827301331,4.9205508417168,101.268113675498,6.15607378462246,114.744858890119,7.18905092489194
"6267X","SALOBRE<U+00D1>A","GRANADA",20,36.7483333333333,-3.57861111111111,43.0527936717241,14.8602576997441,0.094119478054047,94.2221405838825,6.41244643239488,113.435364578793,8.04684281892184,128.982991503109,9.41726384449336
"6268Y","MOTRIL, PUERTO","GRANADA",3,36.7238888888889,-3.52916666666667,37.8831087530311,13.3307859442598,0.0936958909544254,83.7941741755639,6.28638057781089,101.014878977947,7.87037873058608,114.945509607247,9.19315396483367
"6272X","CASTELL DE FERRO","GRANADA",235,36.7341666666667,-3.38,47.2773473126278,16.6386530180978,0.0941672965313479,104.617927336018,7.748572420393,126.145672556644,9.71541196805819,143.566939667721,11.3572010526062
"6277B","ADRA","ALMERIA",8,36.7472222222222,-3.02055555555556,27.7904926849786,10.6311447398998,0.0937876174198267,64.4471403125904,5.3707399697254,78.192882447072,6.71532708372051,89.3120944232288,7.82139610509387
"6281X","V<U+00C1>LOR","GRANADA",1020,37.0052777777778,-3.07138888888889,43.5833416973068,14.8357117319686,0.0935520873777285,94.6149957188518,6.32060544604588,113.75351287804,7.88254253118342,129.232307990846,9.17701728182725
"6291B","EL EJIDO","ALMERIA",98,36.7747222222222,-2.81305555555556,30.6575967135907,11.7740735043848,0.0941176666234046,71.1981025979205,4.91712359751295,86.420419787294,6.19824055944486,98.737907160372,7.26449872799591
"6293X","ROQUETAS DE MAR","ALMERIA",3,36.6869444444444,-2.70166666666667,24.5544795845619,9.96107520725042,0.093657517928339,58.9229014242622,5.29101704661297,71.8039956825827,6.61860966229093,82.2236086831255,7.71893345378119
"6297","ALMER<U+00CD>A","ALMERIA",7,36.8311111111111,-2.45555555555556,25.3689502114748,10.3232396596623,0.0937657440222758,60.8898143072086,4.17884632289146,74.2193114722323,5.28937938564663,85.0017465645155,6.20967717091432
"6302A","ABLA","ALMERIA",869,37.1413888888889,-2.78,23.7026193847251,8.61363574558298,0.0938918893953349,53.3445598834811,3.53976687617317,64.4710892703441,4.46899070495212,73.4725338757729,5.24001956758131
"6307X","L<U+00C1>UJAR DE ANDARAX","ALMERIA",1510,37.0333333333333,-2.9125,44.7768524810854,15.7942611393603,0.0941387300641048,99.1673246676234,6.82059519977825,119.585127105032,8.50296271198944,136.105489042989,9.88624172930569
"6312E","R<U+00C1>GOL, PARQUE NACIONAL SIERRA NEVADA","ALMERIA",601,37.0208333333333,-2.67722222222222,27.2194245085013,10.3027948828455,0.0941497220896725,63.1050233716738,8.41107156196214,76.5154729576519,10.3279708467939,87.3662622736168,11.8894188026568
